address;latitude;longitude;district
город Москва, Варшавское шоссе, дом 170Г;55.579653;37.591072;район Чертаново Южное
город Москва, Варшавское шоссе, дом 170Г, строение 5;55.580136;37.594063;район Чертаново Южное
город Москва, Варшавское шоссе, дом 2;55.699949;37.619683;Донской район
город Москва, Варшавское шоссе, дом 206;55.537088;37.581721;район Южное Бутово
город Москва, Варшавское шоссе, дом 23;55.69488;37.622306;Донской район
город Москва, Варшавское шоссе, дом 26;55.684503;37.621947;Нагорный район
город Москва, Варшавское шоссе, дом 26, строение 5;55.683909;37.621552;Нагорный район
город Москва, Варшавское шоссе, дом 27;55.69351;37.622082;Донской район
город Москва, Варшавское шоссе, дом 28А;55.682803;37.617941;Нагорный район
город Москва, Варшавское шоссе, дом 29;55.693079;37.622801;Донской район
город Москва, Варшавское шоссе, дом 30, корпус 2;55.682524;37.62122;Нагорный район
город Москва, Варшавское шоссе, дом 33;55.692389;37.622738;Донской район
город Москва, Варшавское шоссе, дом 33, строение 12;55.691755;37.622378;Донской район
город Москва, Варшавское шоссе, дом 34;55.680311;37.623492;Нагорный район
город Москва, Варшавское шоссе, дом 37;55.688649;37.62342;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 39;55.684498;37.624085;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 39А;55.686284;37.624022;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 45;55.67995;37.625289;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 47, корпус 4;55.679138;37.630131;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 56, строение 2;55.666167;37.619854;Нагорный район
город Москва, Варшавское шоссе, дом 59А;55.675641;37.626951;район Нагатино-Садовники
город Москва, Варшавское шоссе, дом 7, корпус 1;55.700877;37.622405;Донской район
город Москва, Варшавское шоссе, дом 71, корпус 3;55.661034;37.621507;район Тропарёво-Никулино
город Москва, Варшавское шоссе, дом 72, корпус 2;55.656839;37.618767;район Черёмушки
город Москва, Варшавское шоссе, дом 81, корпус 2;55.656539;37.621202;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 82;55.65178;37.618767;район Тропарёво-Никулино
город Москва, Варшавское шоссе, дом 83, строение 1;55.655823;37.62051;район Тропарёво-Никулино
город Москва, Варшавское шоссе, дом 86;55.650246;37.618821;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 86А;55.650002;37.618776;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 87Б;55.653644;37.620698;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 9;55.700486;37.621678;Донской район
город Москва, Варшавское шоссе, дом 9, строение 1;55.699467;37.625594;Донской район
город Москва, Варшавское шоссе, дом 9, строение 1Б;55.700035;37.62369;Донской район
город Москва, Варшавское шоссе, дом 91;55.651288;37.620447;район Тропарёво-Никулино
город Москва, Варшавское шоссе, дом 91, строение 17;55.651039;37.620339;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 93;55.646894;37.620707;район Москворечье-Сабурово
город Москва, Варшавское шоссе, дом 95, корпус 1;55.640274;37.621947;район Чертаново Северное
город Москва, Варшавское шоссе, дом 97;55.633226;37.624256;район Чертаново Северное
город Москва, Дмитровское шоссе, дом 107Е;55.878506;37.543569;Дмитровский район
город Москва, Дмитровское шоссе, дом 108, строение 3;55.884413;37.545105;район Восточное Дегунино
город Москва, Дмитровское шоссе, дом 108, строение 7;55.884999;37.548815;район Восточное Дегунино
город Москва, Дмитровское шоссе, дом 108Б, строение 1;55.886544;37.543713;район Восточное Дегунино
город Москва, Дмитровское шоссе, дом 116Д;55.901783;37.548411;район Лианозово
город Москва, Дмитровское шоссе, дом 118, корпус 1;55.905679;37.544432;район Лианозово
город Москва, Дмитровское шоссе, дом 13, корпус 1;55.818129;37.573214;Тимирязевский район
город Москва, Дмитровское шоссе, дом 13, корпус 2, строение 4;55.817856;37.573788;Тимирязевский район
город Москва, Дмитровское шоссе, дом 13А;55.818715;37.573501;Тимирязевский район
город Москва, Дмитровское шоссе, дом 15, корпус 1;55.81958;37.573294;Тимирязевский район
город Москва, Дмитровское шоссе, дом 151, корпус 5;55.896655;37.541108;Дмитровский район
город Москва, Дмитровское шоссе, дом 155, корпус 1;55.897523;37.542231;Дмитровский район
город Москва, Дмитровское шоссе, дом 157;55.898462;37.542159;Дмитровский район
город Москва, Дмитровское шоссе, дом 161Б;55.905452;37.539311;район Лианозово
город Москва, Дмитровское шоссе, дом 163, строение 8;55.910932;37.540695;район Северный
город Москва, Дмитровское шоссе, дом 163А, корпус 1;55.90968;37.540721;район Северный
город Москва, Дмитровское шоссе, дом 163А, корпус 2;55.911542;37.542617;район Северный
город Москва, Дмитровское шоссе, дом 165, корпус 1;55.914337;37.539841;район Северный
город Москва, Дмитровское шоссе, дом 165Б;55.915997;37.540084;район Северный
город Москва, Дмитровское шоссе, дом 165Е, корпус 9;55.926605;37.5402;район Северный
город Москва, Дмитровское шоссе, дом 171;55.943658;37.536454;район Северный
город Москва, Дмитровское шоссе, дом 27, корпус 1;55.826347;37.571022;Тимирязевский район
город Москва, Дмитровское шоссе, дом 30, корпус 1;55.83843;37.573842;Тимирязевский район
город Москва, Дмитровское шоссе, дом 38, корпус 1;55.8407;37.571543;Тимирязевский район
город Москва, Дмитровское шоссе, дом 45, корпус 1;55.834249;37.570294;Тимирязевский район
город Москва, Дмитровское шоссе, дом 46, корпус 1;55.843924;37.569971;Тимирязевский район
город Москва, Дмитровское шоссе, дом 48, корпус 1;55.844819;37.570555;Тимирязевский район
город Москва, Дмитровское шоссе, дом 5, корпус 1;55.812094;37.576825;Тимирязевский район
город Москва, Дмитровское шоссе, дом 50, корпус 1;55.845577;37.56936;Тимирязевский район
город Москва, Дмитровское шоссе, дом 52, корпус 1;55.846547;37.569036;Тимирязевский район
город Москва, Дмитровское шоссе, дом 53, корпус 1;55.84309;37.568686;Тимирязевский район
город Москва, Дмитровское шоссе, дом 56, корпус 1, строение 2;55.848387;37.568668;Тимирязевский район
город Москва, Дмитровское шоссе, дом 61, корпус 1;55.846704;37.56724;Тимирязевский район
город Москва, Дмитровское шоссе, дом 62, корпус 2;55.853976;37.569351;Бескудниковский район
город Москва, Дмитровское шоссе, дом 62, строение 4;55.853547;37.565605;Бескудниковский район
город Москва, Дмитровское шоссе, дом 62, строение 5;55.854249;37.564554;Бескудниковский район
город Москва, Дмитровское шоссе, дом 64, корпус 3;55.856684;37.562551;Бескудниковский район
город Москва, Дмитровское шоссе, дом 66;55.858013;37.560817;Бескудниковский район
город Москва, Дмитровское шоссе, дом 72;55.859544;37.55743;Бескудниковский район
город Москва, Дмитровское шоссе, дом 73, строение 1;55.857149;37.558858;район Западное Дегунино
город Москва, Дмитровское шоссе, дом 75;55.857796;37.5577;район Западное Дегунино
город Москва, Дмитровское шоссе, дом 79;55.860282;37.552723;район Западное Дегунино
город Москва, Дмитровское шоссе, дом 89;55.863833;37.545581;район Западное Дегунино
город Москва, Дмитровское шоссе, дом 89, корпус 4;55.870072;37.543695;Бескудниковский район
город Москва, Дмитровское шоссе, дом 95, корпус 1;55.871688;37.54604;Бескудниковский район
город Москва, Дмитровское шоссе, дом 95А;55.871516;37.543461;Бескудниковский район
город Москва, Дмитровское шоссе, дом 98;55.879324;37.547342;район Восточное Дегунино
город Москва, Дмитровское шоссе, дом 98, строение 1;55.880329;37.547324;район Восточное Дегунино
город Москва, Дмитровское шоссе, дом 9Б;55.81434;37.574786;Тимирязевский район
город Москва, Каширское шоссе, владение 25Б;55.65627;37.647998;район Нагатино-Садовники
город Москва, Каширское шоссе, владение 25Б, строение 10;55.655696;37.648573;район Нагатино-Садовники
город Москва, Каширское шоссе, владение 36А;55.649936;37.658239;район Москворечье-Сабурово
город Москва, Каширское шоссе, владение 57А;55.634308;37.701304;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 1, строение 3;55.674839;37.628217;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 10, корпус 1, строение 1;55.66634;37.628298;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 108, корпус 1;55.609299;37.716504;район Орехово-Борисово Южное
город Москва, Каширское шоссе, дом 122;55.605902;37.718139;район Орехово-Борисово Южное
город Москва, Каширское шоссе, дом 12А;55.665787;37.628711;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 13, корпус 1;55.666533;37.629942;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 13, корпус 3;55.667117;37.632341;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 14;55.664456;37.627059;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 142, корпус 1;55.597327;37.722343;район Орехово-Борисово Южное
город Москва, Каширское шоссе, дом 16, корпус 1;55.661476;37.633068;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 19, корпус 2;55.664593;37.63464;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 23, строение 5;55.65981;37.642546;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 24;55.656514;37.643085;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 24, строение 3;55.654934;37.646705;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 26;55.653319;37.646139;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 26, корпус 3;55.652913;37.647307;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 3, корпус 1, строение 4;55.671473;37.62881;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 3, корпус 2, строение 9;55.672016;37.631631;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 31;55.64987;37.664393;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 33;55.646569;37.670339;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 39, корпус 1;55.646121;37.672522;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 39Б;55.647071;37.673582;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 4, корпус 1;55.668417;37.628002;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 40, корпус 2;55.648946;37.661734;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 41;55.645984;37.673151;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 44, корпус 1;55.64824;37.663009;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 45;55.644521;37.677203;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 46, корпус 1;55.647899;37.664788;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 49;55.640736;37.68659;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 5, корпус 1;55.671174;37.62908;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 51, корпус 3;55.640462;37.690722;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 52;55.645964;37.668022;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 53, корпус 4;55.639349;37.693606;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 56, корпус 2;55.64478;37.669998;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 57, корпус 4;55.638211;37.696337;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 57, корпус 6;55.638739;37.696867;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 60, корпус 2;55.644155;37.671588;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 61, корпус 3А;55.617342;37.715812;район Орехово-Борисово Северное
город Москва, Каширское шоссе, дом 61/15;55.612217;37.718121;район Орехово-Борисово Северное
город Москва, Каширское шоссе, дом 67;55.596106;37.728541;район Орехово-Борисово Южное
город Москва, Каширское шоссе, дом 7, корпус 1;55.669518;37.628882;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 76, корпус 7;55.640228;37.678604;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 78, корпус 6;55.639969;37.683625;район Москворечье-Сабурово
город Москва, Каширское шоссе, дом 8, корпус 1;55.666904;37.628586;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 80;55.624505;37.709093;район Орехово-Борисово Северное
город Москва, Каширское шоссе, дом 82А;55.624932;37.70841;район Орехово-Борисово Северное
город Москва, Каширское шоссе, дом 9, корпус 2;55.668386;37.630652;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 9, корпус 3;55.668559;37.631514;район Нагатино-Садовники
город Москва, Каширское шоссе, дом 96, корпус 1;55.614927;37.7123;район Орехово-Борисово Северное
город Москва, Кировоградская улица, владение 15А;55.609929;37.603415;район Чертаново Центральное
город Москва, Кировоградская улица, дом 11;55.615909;37.607924;район Чертаново Центральное
город Москва, Кировоградская улица, дом 11, корпус 1;55.614561;37.606631;район Чертаново Центральное
город Москва, Кировоградская улица, дом 12, корпус 2;55.623996;37.608715;район Чертаново Северное
город Москва, Кировоградская улица, дом 13;55.613473;37.606379;район Чертаново Центральное
город Москва, Кировоградская улица, дом 13А;55.612182;37.607035;район Чертаново Центральное
город Москва, Кировоградская улица, дом 14;55.622609;37.605939;район Чертаново Северное
город Москва, Кировоградская улица, дом 15;55.609629;37.605176;район Чертаново Центральное
город Москва, Кировоградская улица, дом 21, корпус 1;55.601966;37.601789;район Чертаново Южное
город Москва, Кировоградская улица, дом 23А;55.600389;37.599004;район Чертаново Южное
город Москва, Кировоградская улица, дом 23А, корпус 1;55.600125;37.600882;район Чертаново Южное
город Москва, Кировоградская улица, дом 24А;55.61207;37.603127;район Чертаново Центральное
город Москва, Кировоградская улица, дом 25, корпус 1;55.597607;37.597953;район Чертаново Южное
город Москва, Кировоградская улица, дом 9, корпус 1;55.625572;37.61229;район Чертаново Северное
город Москва, Кировоградская улица, дом 9, корпус 4;55.621719;37.611742;район Чертаново Северное
город Москва, Кировоградская улица, дом 9, корпус 4, строение 3;55.622248;37.61318;район Чертаново Северное
город Москва, Кутузовский проспект, дом 12, строение 1;55.750788;37.5592;район Дорогомилово
город Москва, Кутузовский проспект, дом 12, строение 2;55.750636;37.557673;район Дорогомилово
город Москва, Кутузовский проспект, дом 12, строение 3;55.750515;37.556379;район Дорогомилово
город Москва, Кутузовский проспект, дом 12, строение 9;55.749836;37.55778;район Дорогомилово
город Москва, Кутузовский проспект, дом 17;55.746922;37.556864;район Дорогомилово
город Москва, Кутузовский проспект, дом 18;55.746791;37.552184;район Дорогомилово
город Москва, Кутузовский проспект, дом 2/1, корпус 1А;55.750717;37.564913;район Дорогомилово
город Москва, Кутузовский проспект, дом 2/1, строение 1;55.751457;37.565461;район Дорогомилово
город Москва, Кутузовский проспект, дом 2/1, строение 6;55.752328;37.566773;район Дорогомилово
город Москва, Кутузовский проспект, дом 21;55.744977;37.549866;район Дорогомилово
город Москва, Кутузовский проспект, дом 24;55.744531;37.545267;район Дорогомилово
город Москва, Кутузовский проспект, дом 24, сооружение 1;55.744531;37.545267;район Дорогомилово
город Москва, Кутузовский проспект, дом 30;55.74148;37.535835;район Дорогомилово
город Москва, Кутузовский проспект, дом 33;55.74147;37.540784;район Дорогомилово
город Москва, Кутузовский проспект, дом 34;55.740522;37.528972;район Дорогомилово
город Москва, Кутузовский проспект, дом 36, строение 10;55.741855;37.525396;район Дорогомилово
город Москва, Кутузовский проспект, дом 36, строение 11;55.741987;37.526726;район Дорогомилово
город Москва, Кутузовский проспект, дом 36, строение 23;55.742889;37.526618;район Дорогомилово
город Москва, Кутузовский проспект, дом 36, строение 3;55.740026;37.526295;район Дорогомилово
город Москва, Кутузовский проспект, дом 36, строение 39;55.739625;37.527417;район Дорогомилово
город Москва, Кутузовский проспект, дом 36А;55.738743;37.526187;район Дорогомилово
город Москва, Кутузовский проспект, дом 4/2;55.750732;37.562272;район Дорогомилово
город Москва, Кутузовский проспект, дом 41;55.738688;37.531038;район Дорогомилово
город Москва, Кутузовский проспект, дом 43;55.73811;37.528855;район Дорогомилово
город Москва, Кутузовский проспект, дом 45;55.737076;37.525863;район Дорогомилово
город Москва, Кутузовский проспект, дом 48;55.731718;37.487362;район Фили-Давыдково
город Москва, Кутузовский проспект, дом 57;55.727932;37.476169;район Фили-Давыдково
город Москва, Кутузовский проспект, дом 71;55.723719;37.452103;район Фили-Давыдково
город Москва, Кутузовский проспект, дом 8;55.749177;37.560547;район Дорогомилово
город Москва, Кутузовский проспект, дом 88;55.725595;37.449677;район Фили-Давыдково
город Москва, Ленинградский проспект, владение 37А, корпус 4;55.791714;37.542329;Хорошёвский район
город Москва, Ленинградский проспект, дом 10;55.779712;37.579933;район Беговой
город Москва, Ленинградский проспект, дом 11;55.780416;37.573932;район Беговой
город Москва, Ленинградский проспект, дом 12;55.780162;37.578855;район Беговой
город Москва, Ленинградский проспект, дом 13, строение 1;55.781038;37.5736;район Беговой
город Москва, Ленинградский проспект, дом 15, строение 1;55.781545;37.572082;район Беговой
город Москва, Ленинградский проспект, дом 15, строение 2;55.781858;37.571929;район Беговой
город Москва, Ленинградский проспект, дом 2;55.778644;37.582709;район Беговой
город Москва, Ленинградский проспект, дом 22;55.78198;37.574983;район Беговой
город Москва, Ленинградский проспект, дом 23;55.783165;37.569225;район Беговой
город Москва, Ленинградский проспект, дом 24;55.782552;37.573708;район Беговой
город Москва, Ленинградский проспект, дом 24А;55.783463;37.574588;район Беговой
город Москва, Ленинградский проспект, дом 24А, строение 4;55.78322;37.573771;район Беговой
город Москва, Ленинградский проспект, дом 3, строение 1;55.777565;37.578424;район Беговой
город Москва, Ленинградский проспект, дом 30, строение 1;55.784207;37.570231;район Беговой
город Москва, Ленинградский проспект, дом 31, строение 3;55.784111;37.560727;район Беговой
город Москва, Ленинградский проспект, дом 31, строение 9;55.785392;37.562146;район Беговой
город Москва, Ленинградский проспект, дом 31А, строение 1;55.78359;37.56017;район Беговой
город Москва, Ленинградский проспект, дом 32/2;55.784622;37.56945;район Беговой
город Москва, Ленинградский проспект, дом 33, корпус 1;55.78646;37.560484;район Беговой
город Москва, Ленинградский проспект, дом 33, корпус 3;55.787001;37.560781;район Беговой
город Москва, Ленинградский проспект, дом 33, корпус 4;55.78732;37.559829;район Беговой
город Москва, Ленинградский проспект, дом 35;55.790357;37.55328;район Беговой
город Москва, Ленинградский проспект, дом 36;55.791248;37.559388;район Аэропорт
город Москва, Ленинградский проспект, дом 36, строение 31;55.787837;37.567392;район Аэропорт
город Москва, Ленинградский проспект, дом 36, строение 33;55.787376;37.566728;район Аэропорт
город Москва, Ленинградский проспект, дом 37;55.792108;37.540757;Хорошёвский район
город Москва, Ленинградский проспект, дом 37, корпус 1;55.792007;37.546605;Хорошёвский район
город Москва, Ленинградский проспект, дом 37, корпус 5;55.794629;37.542842;Хорошёвский район
город Москва, Ленинградский проспект, дом 37, корпус 9;55.79055;37.547387;Хорошёвский район
город Москва, Ленинградский проспект, дом 37, строение 12;55.79428;37.543533;Хорошёвский район
город Москва, Ленинградский проспект, дом 37, строение 16;55.793186;37.546731;Хорошёвский район
город Москва, Ленинградский проспект, дом 37А, корпус 14;55.791602;37.541251;Хорошёвский район
город Москва, Ленинградский проспект, дом 37А, строение 32;55.790757;37.552453;район Беговой
город Москва, Ленинградский проспект, дом 37Б;55.790221;37.544638;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 1;55.79056;37.539877;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 30;55.793784;37.539967;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 41;55.794689;37.538269;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 57;55.790717;37.54215;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 73;55.794609;37.541207;Хорошёвский район
город Москва, Ленинградский проспект, дом 39, строение 80;55.796567;37.536931;Хорошёвский район
город Москва, Ленинградский проспект, дом 4/2;55.77874;37.582125;район Беговой
город Москва, Ленинградский проспект, дом 40;55.79303;37.552193;район Аэропорт
город Москва, Ленинградский проспект, дом 44;55.79473;37.546803;район Аэропорт
город Москва, Ленинградский проспект, дом 45, корпус 1;55.79889;37.533858;Хорошёвский район
город Москва, Ленинградский проспект, дом 47, строение 1;55.799806;37.530822;Хорошёвский район
город Москва, Ленинградский проспект, дом 47, строение 2;55.799036;37.532601;Хорошёвский район
город Москва, Ленинградский проспект, дом 47, строение 3;55.798935;37.531199;Хорошёвский район
город Москва, Ленинградский проспект, дом 48;55.796157;37.543488;район Аэропорт
город Москва, Ленинградский проспект, дом 5, строение 7;55.77917;37.577903;район Беговой
город Москва, Ленинградский проспект, дом 55;55.801369;37.525612;Хорошёвский район
город Москва, Ленинградский проспект, дом 56;55.798515;37.537955;район Аэропорт
город Москва, Ленинградский проспект, дом 58, строение 2;55.799163;37.536544;район Аэропорт
город Москва, Ленинградский проспект, дом 60, корпус 1;55.799689;37.535359;район Аэропорт
город Москва, Ленинградский проспект, дом 62;55.80104;37.533391;район Аэропорт
город Москва, Ленинградский проспект, дом 62А;55.801835;37.532107;Хорошёвский район
город Москва, Ленинградский проспект, дом 63;55.802659;37.519764;район Сокол
город Москва, Ленинградский проспект, дом 64;55.802341;37.52916;район Аэропорт
город Москва, Ленинградский проспект, дом 65;55.802998;37.519467;район Сокол
город Москва, Ленинградский проспект, дом 66;55.802761;37.526007;район Аэропорт
город Москва, Ленинградский проспект, дом 68, строение 23;55.803621;37.524327;район Аэропорт
город Москва, Ленинградский проспект, дом 69, строение 1;55.802816;37.517716;район Сокол
город Москва, Ленинградский проспект, дом 71, корпус Г;55.80399;37.516;район Сокол
город Москва, Ленинградский проспект, дом 72, корпус 1;55.805791;37.520348;район Аэропорт
город Москва, Ленинградский проспект, дом 72, корпус 2;55.805533;37.521336;район Аэропорт
город Москва, Ленинградский проспект, дом 72, корпус 3;55.804951;37.520842;район Аэропорт
город Москва, Ленинградский проспект, дом 72, корпус 4;55.80525;37.519863;район Аэропорт
город Москва, Ленинградский проспект, дом 74, корпус 1;55.805133;37.516952;район Аэропорт
город Москва, Ленинградский проспект, дом 74, корпус 6;55.806413;37.51688;район Аэропорт
город Москва, Ленинградский проспект, дом 74, строение 8;55.806793;37.517796;район Аэропорт
город Москва, Ленинградский проспект, дом 74А;55.806945;37.516934;район Аэропорт
город Москва, Ленинградский проспект, дом 75, корпус 1;55.804956;37.512344;район Сокол
город Москва, Ленинградский проспект, дом 75, корпус 1Б;55.80483;37.510502;район Сокол
город Москва, Ленинградский проспект, дом 75Г, строение 1;55.803282;37.512766;район Сокол
город Москва, Ленинградский проспект, дом 76А;55.805837;37.515164;район Аэропорт
город Москва, Ленинградский проспект, дом 77, корпус 2;55.805214;37.508185;район Сокол
город Москва, Ленинградский проспект, дом 77, корпус 4;55.805776;37.506091;район Сокол
город Москва, Ленинградский проспект, дом 78, корпус 1;55.806059;37.513305;район Аэропорт
город Москва, Ленинградский проспект, дом 80, корпус 11;55.808786;37.511086;район Сокол
город Москва, Ленинградский проспект, дом 80, корпус 17;55.807956;37.511508;район Сокол
город Москва, Ленинградский проспект, дом 80, корпус 19;55.807375;37.511409;район Сокол
город Москва, Ленинградский проспект, дом 80, корпус 21;55.808548;37.512398;район Сокол
город Москва, Ленинградский проспект, дом 9Б, строение 1;55.780507;37.574624;район Беговой
город Москва, Ленинский проспект, дом 1/2, корпус 1;55.727136;37.609901;район Якиманка
город Москва, Ленинский проспект, дом 101;55.666624;37.51573;Обручевский район
город Москва, Ленинский проспект, дом 105;55.665309;37.513395;Обручевский район
город Москва, Ленинский проспект, дом 109;55.663842;37.511445;Обручевский район
город Москва, Ленинский проспект, дом 11, строение 1;55.723207;37.603945;район Якиманка
город Москва, Ленинский проспект, дом 111, корпус 1;55.661333;37.509352;Обручевский район
город Москва, Ленинский проспект, дом 111/2;55.662227;37.50867;район Коньково
город Москва, Ленинский проспект, дом 113/1;55.655783;37.498222;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 119;55.651516;37.488727;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 121/1, корпус 3;55.649251;37.484406;район Коньково
город Москва, Ленинский проспект, дом 128, корпус 1;55.666675;37.510511;район Проспект Вернадского
город Москва, Ленинский проспект, дом 129, корпус 2;55.643713;37.480849;район Тёплый Стан
город Москва, Ленинский проспект, дом 13;55.722036;37.602085;район Якиманка
город Москва, Ленинский проспект, дом 146;55.657408;37.497656;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 148;55.655168;37.492949;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 15;55.720154;37.599983;Донской район
